0,"http://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html"
1,"http://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html"
3,"http://books.toscrape.com/catalogue/sophies-world_966/index.html"
6,"http://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html"
7,"http://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html"
